"Site","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Gunnel","Jun","max",23.91,18.68,29.66,51.2,857.87,100,14.87,6.07,84.58,17.54,382.34,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Jun","min",-0.74,-3.21,0.3,0,835.45,35.67,-4.89,1.19,270.85,5.07,42.49,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,120
"Gunnel","Jul","mean",11.08,8.29,14.08,4.45,848.36,73.5,6.02,2.65,8.26,9.78,212.47,NA,NA,NA,NA,NA,NA
"Gunnel","Jul","max",21.41,17.7,24.07,57.41,858.45,100,11.18,9.57,89.27,22.8,363.8,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Jul","min",0.13,-1.53,1.15,0,837.11,38.85,-1.51,1,273.01,4.87,31.82,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gunnel","Aug","mean",9.84,7.02,12.81,3.66,846.78,74.45,4.91,2.79,356.59,10.69,168.54,NA,NA,NA,NA,NA,NA
"Gunnel","Aug","max",22.86,20.53,24.58,75,858.23,100,12.42,6.45,88.62,20.27,302.23,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Aug","min",-3.89,-5.61,-2.31,0,835.15,28.85,-3.97,0.78,270.67,4.87,24.89,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,140,140,140,140,140,140
"Gunnel","Sep","mean",5.16,2.47,8.14,1.24,845.97,71.02,-0.25,2.64,4.18,10.19,127.43,NA,NA,NA,NA,NA,NA
"Gunnel","Sep","max",14.54,13.11,18.53,50.41,860.12,100,9.27,6.64,89.08,23,215.77,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Sep","min",-6.36,-9.61,-3.36,0,828.75,38.57,-9.73,0,273.78,0.39,16.08,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,147,147,147,147,147,147
"Gunnel","Oct","mean",-1.08,-3.52,1.62,0.29,842.64,68.25,-6.99,2.7,1.06,10.82,64.26,NA,NA,NA,NA,NA,NA
"Gunnel","Oct","max",12.22,8.52,15.87,7.6,859.67,99.91,4.52,6.3,87.97,21.83,127.17,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Oct","min",-14.71,-17.08,-13.7,0,823.95,21.02,-18.22,0,271.96,0,16.76,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gunnel","Nov","mean",-6.85,-10.46,-3.28,0.03,838.94,73.58,-11.66,2.76,1.97,9.89,23.16,NA,NA,NA,NA,NA,NA
"Gunnel","Nov","max",9.98,8,13.33,1.4,857.67,97.64,-1.97,7.02,89.5,22.8,65.4,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Nov","min",-24.13,-26.08,-20.74,0,821.93,13.73,-26.04,0,271.61,0.19,3.78,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,120
"Gunnel","Dec","mean",-9.64,-12.95,-6.42,0,835.99,68.06,-15.04,3.07,1.02,11.33,13.47,NA,NA,NA,NA,NA,NA
"Gunnel","Dec","max",6.89,5.13,8.92,0.2,852.83,95.17,-2.9,5.89,83.71,21.83,25.97,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Dec","min",-33.02,-34.76,-31.26,0,812.34,33.38,-35.62,0,271.72,0.19,2.9,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Hourglass","Jan","mean",-6.97,-10.63,-3.3,0.22,881.3,75.93,-10.72,2.52,21.51,-Inf,30.66,0.06,NA,NA,NA,NA,30.18
"Hourglass","Jan","max",7.03,5.28,10,7.2,903.4,93.4,0.53,10.41,89.72,26.27,74.67,0.14,-Inf,-Inf,-Inf,-Inf,56.61
"Hourglass","Jan","min",-35.21,-37.16,-33.85,0,855.23,29.15,-38.39,0,270.59,-Inf,6.28,0.02,Inf,Inf,Inf,Inf,8
"Hourglass","Jan","obs_na",0,0,0,0,0,0,0,31,62,0,0,248,314,314,314,314,130
"Hourglass","Feb","mean",-8.99,-13.06,-5.13,0.16,882.14,74.07,-13,2.3,24.86,-Inf,65.74,0.05,NA,NA,NA,NA,37.3
"Hourglass","Feb","max",6.93,2.72,10.3,8.8,904.16,90.77,1.15,10.15,89.38,21.52,139.05,0.08,-Inf,-Inf,-Inf,-Inf,60.11
"Hourglass","Feb","min",-33.76,-36.51,-30.41,0,858.05,25.75,-36.92,0.02,270.54,-Inf,11.13,0.01,Inf,Inf,Inf,Inf,6.9
"Hourglass","Feb","obs_na",0,0,0,0,0,0,0,29,56,0,0,225,282,282,282,282,115
"Hourglass","Mar","mean",-4.42,-9,0.13,0.33,882.03,69.05,-9.69,2.14,21.73,-Inf,127.41,0.04,NA,NA,NA,NA,35.04
"Hourglass","Mar","max",10.88,5.85,18.53,6.4,902.99,91.87,1.7,8.17,89.5,22.46,235.46,0.07,-Inf,-Inf,-Inf,-Inf,63.28
"Hourglass","Mar","min",-28.15,-34.43,-24.21,0,863.31,23.01,-33.49,0,271.83,-Inf,16.86,0,Inf,Inf,Inf,Inf,0
"Hourglass","Mar","obs_na",0,0,0,0,0,0,0,31,62,0,0,240,310,310,310,310,124
"Hourglass","Apr","mean",0.86,-3.71,5.29,0.62,882.93,65.38,-5.55,2.32,18.87,-Inf,186.59,0.16,NA,NA,NA,NA,17.96
"Hourglass","Apr","max",15.17,7.72,22.85,10,902.05,94.64,3.54,8.8,88.95,21.32,318.48,0.55,-Inf,-Inf,-Inf,-Inf,59.9
"Hourglass","Apr","min",-15.91,-21.62,-12.05,0,858.51,31.15,-19.92,0.28,270.26,-Inf,39.78,0,Inf,Inf,Inf,Inf,0
"Hourglass","Apr","obs_na",0,0,0,0,0,0,0,30,60,0,0,213,300,300,300,300,120
"Hourglass","May","mean",8.36,3.1,13.35,1.73,885,60.56,0.16,2.07,12.79,-Inf,229.04,0.22,NA,NA,NA,NA,0.57
"Hourglass","May","max",19.88,15.01,26.28,42.6,900.32,95.93,8.5,7.3,89.04,19.85,362.96,0.45,-Inf,-Inf,-Inf,-Inf,14.74
"Hourglass","May","min",-4.75,-7.28,-2.19,0,868.86,25.81,-13.07,0,270.97,-Inf,24.94,0.11,Inf,Inf,Inf,Inf,0
"Hourglass","May","obs_na",0,0,0,0,0,0,0,31,62,0,0,225,318,318,318,318,132
"Hourglass","Jun","mean",12.17,7.18,17.01,2.74,884.08,63.99,4.81,2.28,28.03,-Inf,241.73,0.13,NA,NA,NA,NA,0.06
"Hourglass","Jun","max",29.7,21.84,36.74,106.6,895.65,95.45,15.09,6.87,89.14,15.96,399.84,0.42,-Inf,-Inf,-Inf,-Inf,8.13
"Hourglass","Jun","min",0.76,-0.68,3.38,0,872.46,34.86,-4.78,0.44,270.77,-Inf,29.52,0.08,Inf,Inf,Inf,Inf,0
"Hourglass","Jun","obs_na",0,0,0,0,0,0,0,30,60,0,0,267,330,330,330,330,150
"Hourglass","Jul","mean",14.56,9.57,19.63,1.84,886.69,66.14,7.61,1.99,24.52,-Inf,238.06,0.2,NA,NA,NA,NA,0
"Hourglass","Jul","max",24.87,18.53,32.92,57,898.27,95.41,14.93,4.75,89.67,15.4,389.57,0.46,-Inf,-Inf,-Inf,-Inf,0
"Hourglass","Jul","min",4.58,0.3,7.17,0,873.15,29.57,0.58,0.03,270.55,-Inf,34.42,0.09,Inf,Inf,Inf,Inf,0
"Hourglass","Jul","obs_na",0,0,0,9,9,0,0,14,62,0,0,244,341,341,341,341,155
"Hourglass","Aug","mean",13.85,8.89,18.9,1.62,885.95,67.21,7.28,1.93,28.14,8.52,197.87,0.21,NA,NA,NA,NA,0
"Hourglass","Aug","max",23.25,17.03,29.04,48,900.26,99.23,15.5,5.7,88.02,19.67,319.32,0.37,-Inf,-Inf,-Inf,-Inf,0
"Hourglass","Aug","min",4.24,0.33,5.82,0,869.58,32.58,1.11,0.13,271.42,3.27,36.91,0.09,Inf,Inf,Inf,Inf,0
"Hourglass","Aug","obs_na",0,0,0,31,31,0,0,0,52,0,0,217,341,341,341,341,155
"Hourglass","Sep","mean",8.94,4.62,13.63,1.36,884.66,70.35,3.26,1.98,31.06,-Inf,138.21,0.21,NA,NA,NA,NA,0.09
"Hourglass","Sep","max",21.87,16.23,28.32,34.6,901.55,98,10.72,6.58,89.02,17.51,253.8,0.35,-Inf,-Inf,-Inf,-Inf,8.84
"Hourglass","Sep","min",-4.91,-9.75,-3.45,0,862,29.21,-7.31,0.06,270.43,-Inf,14.05,0.1,Inf,Inf,Inf,Inf,0
"Hourglass","Sep","obs_na",0,0,0,8,8,0,0,21,60,0,0,210,330,330,330,330,150
"Hourglass","Oct","mean",2.13,-1.43,5.87,1.12,882.9,74.95,-2.26,1.93,23.31,-Inf,76.59,0.2,NA,NA,NA,NA,3.03
"Hourglass","Oct","max",15.38,10.17,21.89,25.2,900.27,95.53,8.49,6.2,87.52,20.59,168.16,0.3,-Inf,-Inf,-Inf,-Inf,33.13
"Hourglass","Oct","min",-16.08,-19.79,-15.3,0,861.74,28.47,-18.1,0,270.95,-Inf,9.51,0.09,Inf,Inf,Inf,Inf,0
"Hourglass","Oct","obs_na",0,0,0,0,0,0,0,31,62,0,0,217,341,341,341,341,150
"Hourglass","Nov","mean",-4.8,-8.44,-1.37,0.41,880.95,77.78,-8.37,2.07,24.85,-Inf,37.06,0.19,NA,NA,NA,NA,15.37
"Hourglass","Nov","max",10.41,8.74,13.71,13,910.11,94.55,5.48,8.86,87.52,24.74,87.17,0.33,-Inf,-Inf,-Inf,-Inf,40.67
"Hourglass","Nov","min",-28.23,-34.93,-25.61,0,859.62,19.06,-30.82,0,270.19,-Inf,7.53,0.04,Inf,Inf,Inf,Inf,0
"Hourglass","Nov","obs_na",0,0,0,0,0,0,0,30,60,0,0,214,330,330,330,330,120
"Hourglass","Dec","mean",-9.1,-12.82,-5.45,0.1,879.92,76.96,-12.57,2.2,21.1,-Inf,23.57,0.12,NA,NA,NA,NA,22.37
"Hourglass","Dec","max",7.08,4.35,11.22,6,907.36,92.27,0.04,7.65,87.63,25.13,62.06,0.23,-Inf,-Inf,-Inf,-Inf,48.33
"Hourglass","Dec","min",-35.91,-38.91,-30,0,853.2,38.15,-39.01,0,270.02,-Inf,4.05,0.05,Inf,Inf,Inf,Inf,5.85
"Hourglass","Dec","obs_na",0,0,0,0,0,0,0,31,62,0,0,240,341,341,341,341,126
"Hudson Bay Mountain","Jan","mean",-7.31,Inf,-Inf,0.26,820.18,91.5,-8.68,4.92,10.23,-Inf,28.42,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Jan","max",0.19,Inf,2.56,25.61,838.2,100,-0.82,15.88,87.8,33.52,69.51,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Jan","min",-30.35,-31.48,-Inf,0,796.79,34.96,-32.33,0,271.02,-Inf,8.16,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Jan","obs_na",31,0,0,31,31,31,31,45,31,0,31,159,159,159,159,159,159
"Hudson Bay Mountain","Feb","mean",-10.75,Inf,-Inf,0.15,822.88,84.92,-13.12,6.82,18.88,-Inf,68.77,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Feb","max",0.35,Inf,2.18,14.8,838.45,99.93,-0.2,17.39,89.92,43.07,133.01,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Feb","min",-30.24,-31.92,-Inf,0,805.83,33.6,-32.32,1.34,273.12,-Inf,12.9,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Feb","obs_na",29,0,0,29,29,29,29,57,29,0,29,141,141,141,141,141,141
"Hudson Bay Mountain","Mar","mean",-5.87,Inf,-Inf,0.02,823.49,83.33,-8.59,5.06,14.05,-Inf,127.11,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Mar","max",6.15,Inf,10.79,0.6,837.27,99.94,-0.77,12.04,87.08,24.95,216.23,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Mar","min",-21.45,-24.99,-Inf,0,810.15,37.42,-26.23,1.73,272.13,-Inf,52.07,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Mar","obs_na",31,0,0,31,31,31,31,62,31,0,31,155,155,155,155,155,155
"Hudson Bay Mountain","Apr","mean",-3.62,Inf,-Inf,0.17,824.44,77.12,-7.6,5.46,10.7,-Inf,192.33,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Apr","max",9.57,Inf,12,3.8,840.62,100,1.17,10.21,87.91,23.58,304.62,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Apr","min",-16.03,-19.19,-Inf,0,800.92,37.69,-20.18,2.01,270.21,-Inf,83.8,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Apr","obs_na",30,0,0,30,30,30,30,60,30,0,30,150,150,150,150,150,150
"Hudson Bay Mountain","May","mean",2.65,Inf,-Inf,0.83,827.75,77.01,-1.48,4.85,16.59,-Inf,227.85,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","May","max",13.13,Inf,17.18,11.4,838.95,100,5.78,13.65,89.27,23.19,360.98,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","May","min",-4.04,-6.48,-Inf,0,815.55,36.14,-8.52,1.97,271.43,-Inf,89.63,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","May","obs_na",31,0,0,44,31,31,31,62,31,0,31,155,155,155,155,155,155
"Hudson Bay Mountain","Jun","mean",6.41,Inf,-Inf,1.29,829.26,79.06,2.6,5.21,9.84,-Inf,231.04,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Jun","max",23.66,Inf,27.58,11.2,840.26,99.92,11.98,16.17,88.91,28.46,386.92,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Jun","min",-0.3,-2.48,-Inf,0,818.96,36.42,-3.34,2.21,270.83,-Inf,59.68,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Jun","obs_na",30,0,0,60,30,30,30,60,30,0,30,150,150,150,150,150,150
"Hudson Bay Mountain","Jul","mean",9.77,Inf,-Inf,2.04,832.75,77.34,5.47,4.7,12.83,-Inf,222.44,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Jul","max",20.16,Inf,24.24,21.4,841.22,99.97,11.19,10.77,89.92,26.7,372.45,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Jul","min",2.05,0.66,-Inf,0,817.07,40.07,0.74,1.27,270.02,-Inf,57.92,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Jul","obs_na",31,0,0,62,31,31,31,62,31,0,31,155,155,155,155,155,155
"Hudson Bay Mountain","Aug","mean",9.23,Inf,-Inf,1.38,830.84,76.61,4.72,5.18,18.36,-Inf,186.78,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Aug","max",19.84,Inf,23.83,21.6,840.98,100,11.47,10.78,88.33,27.29,332.38,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Aug","min",1.34,-0.17,-Inf,0,818.65,30.38,-3.79,1.38,271.02,-Inf,46.55,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Aug","obs_na",16,0,0,47,16,16,16,47,16,0,16,161,161,161,161,161,161
"Hudson Bay Mountain","Sep","mean",4.78,2.62,7.26,1.79,828.69,83.88,1.87,4.9,26.25,-Inf,118.68,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Sep","max",17.28,14.24,20.2,29.6,846.23,100,8.99,11.92,89.5,38.78,245.72,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Sep","min",-5.49,-8.46,-3.6,0,810.32,29,-9.65,1.18,271.13,-Inf,17.65,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Sep","obs_na",0,0,0,14,0,0,0,1,0,0,0,180,180,180,180,180,180
"Hudson Bay Mountain","Oct","mean",-0.85,-2.79,1.18,0.65,825.65,86.58,-3.31,5.62,22.43,-Inf,77.05,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Oct","max",12.04,10.05,15.1,20.8,842.82,100,7.65,13.77,88.98,39.37,177.95,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Oct","min",-13.88,-15.95,-11.61,0,801.28,25.63,-15.3,0.68,271.77,-Inf,7.12,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Oct","obs_na",0,0,0,0,0,0,0,21,21,0,0,186,186,186,186,186,186
"Hudson Bay Mountain","Nov","mean",-5.65,Inf,-Inf,0.26,821.11,92.23,-6.99,4.83,18.87,-Inf,35.07,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Nov","max",3.42,Inf,6.76,11.4,847.35,100,2.34,16.78,89.85,42.49,91.03,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Nov","min",-23.9,-24.38,-Inf,0,801.75,15.35,-25.54,0,270.15,-Inf,0.6,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Nov","obs_na",8,0,0,8,8,8,8,30,30,0,8,180,180,180,180,180,180
"Hudson Bay Mountain","Dec","mean",-9.42,Inf,-Inf,0.07,821.28,88.3,-11.29,4.79,20.02,-Inf,23.99,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Dec","max",4.29,Inf,6.58,4.4,844.99,100,0.08,23.81,89.26,49.31,50.51,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Dec","min",-30.29,-31.84,-Inf,0,795.67,36.6,-32.56,0,271.03,-Inf,5.71,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Dec","obs_na",31,0,0,31,31,31,31,31,31,0,31,186,186,186,186,186,186
"Kluskus","Jan","mean",-8.19,Inf,-Inf,0.83,884.92,86.8,-10.11,0.5,352.24,-Inf,28.28,0.24,NA,NA,NA,NA,NA
"Kluskus","Jan","max",4.34,Inf,9.78,17.2,902.9,99.49,0.99,3.42,86.39,16.7,72.22,0.46,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","Jan","min",-38.42,-45.99,-Inf,0,858.82,46.42,-41.39,0,271.24,-Inf,3.84,0.06,Inf,Inf,Inf,Inf,Inf
"Kluskus","Jan","obs_na",31,0,0,31,31,31,31,31,155,0,31,217,372,372,372,372,372
"Kluskus","Feb","mean",-7.56,Inf,-Inf,0.56,886.36,80.76,-10.51,0.65,0.94,-Inf,63.99,0.24,NA,NA,NA,NA,NA
"Kluskus","Feb","max",6.55,Inf,12.58,18.2,906.29,99.34,1.93,3.82,89.27,16.37,133.06,0.45,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","Feb","min",-31.47,-40.27,-Inf,0,858.65,54.36,-34.86,0,272.12,-Inf,3.99,0.1,Inf,Inf,Inf,Inf,Inf
"Kluskus","Feb","obs_na",28,0,0,28,28,28,28,28,141,0,28,198,339,339,339,339,339
"Kluskus","Mar","mean",-3.19,Inf,-Inf,0.63,884.13,73.59,-7.8,0.73,4.87,-Inf,121.01,0.29,NA,NA,NA,NA,NA
"Kluskus","Mar","max",6.71,Inf,19.41,9.2,901.9,96.79,2.96,3.09,89.4,16.37,238.9,0.46,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","Mar","min",-25.72,-35.79,-Inf,0,858.71,51.73,-28.87,0,271.43,-Inf,13.58,0.09,Inf,Inf,Inf,Inf,Inf
"Kluskus","Mar","obs_na",3,0,0,3,3,3,3,3,155,0,3,217,372,372,372,372,372
"Kluskus","Apr","mean",1.3,-5.49,7.66,0.95,886.27,69.94,-4.31,0.78,8.16,7.03,181.36,0.43,NA,NA,NA,NA,NA
"Kluskus","Apr","max",12.5,4.09,21.51,19.2,902.27,96.92,5.33,3.87,89.78,16.51,300.72,0.49,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","Apr","min",-14.37,-25.67,-6.23,0,862.44,42.55,-19.06,0.02,271.97,2.52,37.9,0.15,Inf,Inf,Inf,Inf,Inf
"Kluskus","Apr","obs_na",0,0,0,0,0,0,0,0,152,0,0,210,360,360,360,360,360
"Kluskus","May","mean",7.52,-0.33,14.25,1.43,888.51,68.2,1.1,0.74,4.7,6.92,226.89,0.42,NA,NA,NA,NA,NA
"Kluskus","May","max",17.71,8.84,27.16,18,901.78,96.9,9.07,3.26,87.69,28.71,374.42,0.47,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","May","min",-0.54,-7.87,1.59,0,874.75,38.38,-8.43,0.07,270.12,3.15,38.22,0.2,Inf,Inf,Inf,Inf,Inf
"Kluskus","May","obs_na",0,0,0,10,0,0,0,0,186,0,0,217,372,372,372,372,372
"Kluskus","Jun","mean",10.89,3.16,17.45,1.7,888.62,68.9,4.62,0.77,17.85,7.03,239.49,0.29,NA,NA,NA,NA,NA
"Kluskus","Jun","max",26.52,12.87,36.15,35.4,900.24,95.04,14.08,2.72,89.9,14.1,379.73,0.47,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","Jun","min",2.45,-5.23,4.79,0,875.16,45.08,-2.56,0.04,270.98,2.77,86.5,0.13,Inf,Inf,Inf,Inf,Inf
"Kluskus","Jun","obs_na",0,0,0,30,0,0,0,0,150,0,0,209,360,360,360,360,360
"Kluskus","Jul","mean",13.49,Inf,-Inf,1.78,891.21,68.71,6.92,0.67,15.53,-Inf,237.89,0.26,NA,NA,NA,NA,NA
"Kluskus","Jul","max",21.92,Inf,32.46,35.6,901.79,94.67,12.14,2.39,89.78,11.32,385.52,0.47,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","Jul","min",5.91,-2.74,-Inf,0,877.92,37.72,0.88,0,270.56,-Inf,64.52,0.06,Inf,Inf,Inf,Inf,Inf
"Kluskus","Jul","obs_na",23,0,0,8,0,23,23,23,155,0,0,214,388,388,388,388,388
"Kluskus","Aug","mean",13.21,Inf,-Inf,1.24,890.55,68.16,6.53,0.63,16.27,-Inf,197.96,0.16,NA,NA,NA,NA,NA
"Kluskus","Aug","max",21.15,Inf,32.02,30.61,902.17,97.05,12.35,1.96,89.79,14.1,321.35,0.46,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","Aug","min",5.48,-4.2,-Inf,0,873.7,40.9,-0.29,0,270.38,-Inf,64,0.02,Inf,Inf,Inf,Inf,Inf
"Kluskus","Aug","obs_na",40,0,0,9,9,40,40,40,155,0,9,217,403,403,403,403,403
"Kluskus","Sep","mean",8.04,Inf,-Inf,1.39,889.41,76.56,3.5,0.54,7.53,-Inf,136.3,0.18,NA,NA,NA,NA,NA
"Kluskus","Sep","max",15.38,Inf,28.57,17,906.77,98.49,11.45,2.29,89.75,13.92,240.3,0.46,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","Sep","min",-2.36,-13.12,-Inf,0,873.08,52.03,-8.55,0.01,270.2,-Inf,26.81,0.02,Inf,Inf,Inf,Inf,Inf
"Kluskus","Sep","obs_na",54,0,0,30,30,54,54,54,150,0,30,204,390,390,390,390,390
"Kluskus","Oct","mean",2.32,Inf,-Inf,1.27,886.91,82.19,-0.8,0.52,3.82,-Inf,74.15,0.3,NA,NA,NA,NA,NA
"Kluskus","Oct","max",12.2,Inf,24.12,25,905.08,99.98,8.48,3.49,89.83,16.7,163.37,0.5,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","Oct","min",-15.29,-22.83,-Inf,0,862.92,48.42,-17.61,0,270.02,-Inf,11.5,0.1,Inf,Inf,Inf,Inf,Inf
"Kluskus","Oct","obs_na",31,0,0,31,31,31,31,31,155,0,31,197,391,391,391,391,391
"Kluskus","Nov","mean",-4.33,Inf,-Inf,0.89,883.9,86.98,-6.29,0.52,354.67,-Inf,34.29,0.37,NA,NA,NA,NA,NA
"Kluskus","Nov","max",6.75,Inf,13.93,20.8,904.29,99.92,4.15,2.94,84.88,16.7,91.71,0.52,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","Nov","min",-29.86,-35.79,-Inf,0,861.08,64.07,-32,0,270.85,-Inf,2.17,0.13,Inf,Inf,Inf,Inf,Inf
"Kluskus","Nov","obs_na",30,0,0,30,30,30,30,30,150,0,30,202,360,360,360,360,360
"Kluskus","Dec","mean",-9.56,Inf,-Inf,0.47,883.94,87.88,-11.27,0.39,354.16,-Inf,22.1,0.25,NA,NA,NA,NA,NA
"Kluskus","Dec","max",3.09,Inf,8.02,18,913.34,99.39,1.02,3.36,87.98,18.37,47.27,0.46,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","Dec","min",-33.51,-40.6,-Inf,0,859.56,60.09,-36.12,0,270.51,-Inf,2.58,0.06,Inf,Inf,Inf,Inf,Inf
"Kluskus","Dec","obs_na",31,0,0,31,31,31,31,31,155,0,31,217,372,372,372,372,372
"Mackenzie Junction","Jan","mean",-8,-12.08,-4.51,1.07,931.17,87.01,-9.81,0.86,348.72,4.93,22.93,0.1,NA,NA,NA,36.83,NA
"Mackenzie Junction","Jan","max",4.45,3.41,8.07,26.6,951.73,97.97,2.34,3.56,89.74,13.73,72.07,0.22,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","Jan","min",-34.99,-40.82,-27.27,0,899.97,47.88,-38.5,0,270.02,0,2.9,0.03,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","Jan","obs_na",0,0,0,31,0,0,0,0,3,0,0,248,372,372,372,0,372
"Mackenzie Junction","Feb","mean",-8.52,Inf,-Inf,0.69,932.39,81.5,-11.24,0.98,350.7,-Inf,61.72,0.12,NA,NA,NA,24.64,NA
"Mackenzie Junction","Feb","max",5.29,Inf,11.35,23,956.8,97.49,3.01,2.91,89.9,15.4,134,0.18,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","Feb","min",-30.52,-37.06,-Inf,0,904.51,53.46,-34.15,0,270.07,-Inf,0.6,0.08,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","Feb","obs_na",17,0,0,46,17,17,17,17,17,0,17,226,339,339,339,17,339
"Mackenzie Junction","Mar","mean",-2.91,Inf,-Inf,0.75,929.43,73.85,-7.35,1.03,343.81,-Inf,121.95,0.12,NA,NA,NA,24.8,NA
"Mackenzie Junction","Mar","max",7.97,Inf,18.08,16,952.58,96.38,3.45,3.4,89.79,14.47,226.71,0.14,-Inf,-Inf,-Inf,96.77,-Inf
"Mackenzie Junction","Mar","min",-24.27,-36.24,-Inf,0,905.26,43.25,-29.56,0,270.08,-Inf,17.75,0.09,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","Mar","obs_na",31,0,0,62,31,31,31,31,31,0,31,248,372,372,372,31,372
